,score_tmdb,votes_tmdb,votes_ml,score_ml,popularity,january,february,march,april,may,june,july,august,september,october,november,december
52,4.4,169,5837,2.3990919993147166,7.166,1,0,0,0,0,0,0,0,0,0,0,0
53,2.9,57,2586,2.160866202629544,4.029,1,0,0,0,0,0,0,0,0,0,0,0
54,5.8,19,176,3.352272727272727,2.67,0,0,0,0,0,0,0,0,0,1,0,0
55,7.1,783,5217,3.550891316848764,8.616,0,0,0,1,0,0,0,0,0,0,0,0
56,6.9,2810,15821,3.3154667846533084,13.908,1,0,0,0,0,0,0,0,0,0,0,0
57,4.1,94,1366,2.354319180087848,6.247000000000001,0,0,0,0,0,0,0,0,0,0,1,0
58,7.0,55,1334,3.4846326836581714,3.097,0,0,0,0,0,0,0,0,0,1,0,0
59,5.3,42,3833,3.297678058961649,3.725,1,0,0,0,0,0,0,0,0,0,0,0
60,6.1,110,1284,3.170171339563863,5.617999999999999,0,0,0,0,0,0,0,0,0,0,1,0
61,5.5,141,6341,3.1604636492666773,6.175,0,1,0,0,0,0,0,0,0,0,0,0
62,7.6,36,603,3.728026533996683,1.608,0,1,0,0,0,0,0,0,0,0,0,0
63,6.6,148,3449,3.268483618440128,7.27,0,0,0,0,0,0,0,0,0,0,0,1
64,7.4,48,2724,4.012848751835536,3.016,0,0,0,0,0,0,0,0,1,0,0,0
65,6.5,22,2834,3.538990825688073,1.909,0,0,0,0,0,0,0,0,1,0,0,0
66,6.3,142,4606,3.4867564046895354,6.647,0,1,0,0,0,0,0,0,0,0,0,0
67,5.1,96,1112,2.410521582733813,5.644,1,0,0,0,0,0,0,0,0,0,0,0
68,6.0,158,5907,3.127221940071102,6.482,0,1,0,0,0,0,0,0,0,0,0,0
69,6.1,304,3489,3.133562625394096,6.263999999999999,0,0,0,0,0,0,0,0,0,0,1,0
70,5.8,124,2462,2.8519496344435415,6.449,0,1,0,0,0,0,0,0,0,0,0,0
71,4.7,204,2183,2.51099404489235,5.412999999999999,0,0,0,0,0,0,0,0,0,1,0,0
72,6.8,172,4383,3.5317134382842803,5.721,0,1,0,0,0,0,0,0,0,0,0,0
73,5.9,671,25847,3.109548496924208,9.785,0,1,0,0,0,0,0,0,0,0,0,0
74,8.0,1332,2848,3.987710674157303,7.631,0,0,0,0,1,0,0,0,0,0,0,0
75,6.1,105,4451,3.230622332060211,6.438,0,1,0,0,0,0,0,0,0,0,0,0
76,6.8,437,4953,3.773268726024632,7.843,0,1,0,0,0,0,0,0,0,0,0,0
77,3.9,25,2142,2.4271708683473388,2.383,0,1,0,0,0,0,0,0,0,0,0,0
78,5.6,40,1209,3.270471464019851,3.258,0,1,0,0,0,0,0,0,0,0,0,0
79,6.5,1229,22247,3.3942778801636178,13.288,0,1,0,0,0,0,0,0,0,0,0,0
80,7.5,739,11284,3.3287841191067002,9.167,0,0,0,0,1,0,0,0,0,0,0,0
81,6.4,153,8122,3.196195518345235,5.4510000000000005,0,1,0,0,0,0,0,0,0,0,0,0
82,7.9,5217,68803,4.008480734851678,17.3,0,0,0,0,1,0,0,0,0,0,0,0
83,6.6,386,13417,3.398412461802191,8.491,1,0,0,0,0,0,0,0,0,0,0,0
84,6.1,73,1158,3.1252158894645943,7.035,0,1,0,0,0,0,0,0,0,0,0,0
85,4.8,21,1177,3.0114698385726424,1.861,0,0,1,0,0,0,0,0,0,0,0,0
86,5.3,30,168,2.883928571428572,2.338,0,0,1,0,0,0,0,0,0,0,0,0
87,5.5,232,4095,2.862026862026862,6.87,0,0,0,0,0,1,0,0,0,0,0,0
88,8.0,441,2866,3.9883112351709697,6.95,0,0,0,0,0,0,1,0,0,0,0,0
89,7.1,56,342,3.4912280701754392,5.443,0,0,0,0,0,0,0,0,1,0,0,0
90,6.2,99,3679,3.7397390595270448,6.046,0,0,1,0,0,0,0,0,0,0,0,0
91,5.2,79,2210,2.769457013574661,6.053,0,0,0,0,0,0,0,0,0,1,0,0
92,5.8,147,7737,2.9990952565593902,6.249,0,0,1,0,0,0,0,0,0,0,0,0
93,6.2,91,5649,3.3087272083554615,5.092,0,0,1,0,0,0,0,0,0,0,0,0
94,7.0,500,26041,3.5209477362620483,7.715,0,0,1,0,0,0,0,0,0,0,0,0
95,6.0,37,4675,3.4656684491978615,2.4459999999999997,0,0,0,0,0,0,0,1,0,0,0,0
96,6.6,2761,15321,3.2752431303439717,10.498,0,0,0,1,0,0,0,0,0,0,0,0
97,5.4,39,626,2.8961661341853038,3.335,0,0,0,0,0,0,0,1,0,0,0,0
98,7.3,795,5088,3.6015133647798736,7.629,0,0,0,1,0,0,0,0,0,0,0,0
99,6.5,16,374,2.9077540106951867,2.395,0,0,0,0,0,0,1,0,0,0,0,0
100,6.7,28,1140,3.6872807017543865,2.503,0,0,0,0,0,0,0,1,0,0,0,0
101,7.4,2655,58665,3.8843006903605217,25.636999999999997,0,0,0,0,0,1,0,0,0,0,0,0
102,6.7,257,13600,3.523970588235294,7.825,0,0,0,1,0,0,0,0,0,0,0,0
103,6.5,82,708,3.0939265536723166,4.748,1,0,0,0,0,0,0,0,0,0,0,0
104,5.3,2597,38647,2.9020622558025204,10.796,0,0,0,0,0,1,0,0,0,0,0,0
105,6.8,30,1321,3.39553368660106,1.715,0,0,0,0,1,0,0,0,0,0,0,0
106,6.9,53,1757,3.5327262379055213,3.674,0,0,0,0,0,0,0,0,1,0,0,0
107,5.9,90,2768,2.79353323699422,5.809,0,0,0,0,0,1,0,0,0,0,0,0
108,6.2,2182,15876,2.8904635928445446,11.040999999999999,0,0,0,0,1,0,0,0,0,0,0,0
109,6.9,112,2478,3.414043583535109,6.056,0,0,0,0,0,0,0,0,1,0,0,0
110,5.2,353,15995,2.6060331353547985,8.594,0,0,0,0,0,1,0,0,0,0,0,0
111,7.1,771,26316,3.745193038455693,10.57,0,0,0,0,1,0,0,0,0,0,0,0
112,6.8,1368,17167,3.4313217219083123,8.397,0,0,0,0,0,0,0,1,0,0,0,0
113,6.5,143,4608,3.460286458333333,5.516,0,0,0,0,0,0,0,0,1,0,0,0
114,6.1,90,742,2.8396226415094334,5.9239999999999995,0,0,0,0,0,0,0,0,0,1,0,0
115,6.0,535,13746,3.0635821329841413,8.139,0,0,0,0,0,0,1,0,0,0,0,0
116,5.6,239,4062,2.296898079763664,10.047,0,0,0,0,0,0,1,0,0,0,0,0
117,6.3,585,9574,3.2206496762063925,6.5,0,0,0,0,0,0,0,0,1,0,0,0
118,6.7,23,1465,3.5982935153583617,3.063,0,0,0,0,0,0,0,1,0,0,0,0
119,5.6,567,14458,2.752074975791949,7.622999999999999,0,0,0,0,1,0,0,0,0,0,0,0
120,5.5,1076,17131,2.5393730663709064,9.602,0,0,0,0,0,1,0,0,0,0,0,0
121,4.2,48,2226,2.449011680143756,4.614,0,0,0,1,0,0,0,0,0,0,0,0
122,6.9,457,5783,3.5235172056026283,5.44,0,0,0,0,0,0,1,0,0,0,0,0
123,7.3,98,2486,3.846942880128721,4.756,0,0,0,0,0,0,1,0,0,0,0,0
124,6.0,129,2410,2.8941908713692945,6.082999999999999,0,0,0,0,0,0,0,1,0,0,0,0
125,6.5,14,520,3.3798076923076925,1.123,0,0,0,0,1,0,0,0,0,0,0,0
126,5.0,44,1272,2.7476415094339623,2.9419999999999997,0,0,0,0,1,0,0,0,0,0,0,0
127,6.8,574,9727,3.56965148555567,8.161,0,0,0,0,0,0,0,0,0,1,0,0
128,5.3,276,3001,1.9860046651116292,9.466000000000001,0,0,0,0,0,1,0,0,0,0,0,0
129,5.7,22,718,3.0807799442896937,1.252,0,0,0,0,0,0,0,0,1,0,0,0
130,5.8,22,349,3.108882521489971,1.742,0,0,0,0,0,0,0,0,1,0,0,0
131,5.9,571,26803,3.118941909487744,7.954,0,0,0,0,0,0,1,0,0,0,0,0
132,5.6,287,13063,2.8698997167572533,5.899,0,0,0,0,0,0,1,0,0,0,0,0
133,6.2,18,987,3.451367781155015,2.006,0,0,0,0,0,1,0,0,0,0,0,0
134,6.4,196,2707,3.3308090136682678,7.687,0,0,0,0,0,0,0,0,1,0,0,0
135,7.1,100,1035,3.5826086956521737,6.099,0,0,0,0,0,1,0,0,0,0,0,0
136,5.7,195,1864,2.6888412017167385,7.002999999999999,0,0,0,0,0,0,0,0,0,1,0,0
137,5.1,423,8937,2.249972026407072,7.197,0,0,0,0,0,0,0,0,1,0,0,0
138,7.3,195,6411,3.8396506005303386,7.223,0,0,0,0,0,1,0,0,0,0,0,0
139,5.7,101,3386,3.090667454223272,5.772,0,0,0,0,0,0,0,1,0,0,0,0
140,5.7,670,15361,2.8268992904107804,11.280999999999999,0,0,0,0,0,0,1,0,0,0,0,0
141,7.0,555,9919,3.4180865006553085,9.151,0,0,0,0,0,0,0,0,0,1,0,0
142,6.2,32,387,3.0322997416020674,2.385,0,0,0,0,0,0,0,0,0,1,0,0
143,6.5,211,477,3.061844863731656,7.159,0,0,0,0,0,0,0,0,0,0,1,0
144,5.6,345,9299,2.9307452414238084,8.369,0,0,0,0,0,0,1,0,0,0,0,0
145,6.1,10,1380,3.5054347826086962,1.4140000000000001,0,0,0,0,0,0,0,0,1,0,0,0
146,6.6,289,6018,3.3692256563642404,6.916,0,0,0,0,0,0,0,1,0,0,0,0
147,6.0,1716,31310,2.864803577131907,9.793,0,0,0,0,0,0,1,0,0,0,0,0
148,5.0,35,778,2.8219794344473006,2.694,0,0,0,0,0,0,0,0,0,0,0,1
149,5.8,48,502,2.883466135458167,4.497,0,0,0,0,0,0,0,0,0,0,0,1
150,6.7,16,608,3.5855263157894735,1.235,0,0,0,0,0,0,0,0,0,1,0,0
151,5.2,50,482,2.559128630705394,3.405,0,0,0,0,0,0,0,1,0,0,0,0
152,7.2,58,2019,4.0242694403169885,3.804,0,0,0,0,1,0,0,0,0,0,0,0
153,7.7,63,1020,4.037254901960783,4.069,0,0,0,0,0,1,0,0,0,0,0,0
154,7.8,1655,7226,3.903611956822585,10.025,1,0,0,0,0,0,0,0,0,0,0,0
155,6.1,727,10663,3.2472568695489072,8.435,0,1,0,0,0,0,0,0,0,0,0,0
156,6.4,86,4431,3.2842473482283907,4.996,0,1,0,0,0,0,0,0,0,0,0,0
157,7.4,100,694,3.6080691642651295,4.488,0,0,0,1,0,0,0,0,0,0,0,0
158,7.4,1214,26772,3.8509450171821302,9.627,0,0,0,0,0,0,0,0,1,0,0,0
159,6.0,371,13432,3.286889517569982,7.806,0,0,0,0,0,0,0,0,0,0,0,1
160,5.3,151,4851,3.06823335394764,8.083,0,0,0,0,0,0,0,0,0,0,0,1
161,5.2,16,487,2.6806981519507187,1.149,0,0,0,1,0,0,0,0,0,0,0,0
162,7.0,150,2545,3.5614931237721024,5.607,0,0,0,0,1,0,0,0,0,0,0,0
163,7.2,296,7873,3.5786866505779247,9.388,0,0,1,0,0,0,0,0,0,0,0,0
164,6.5,3160,37823,2.9560056050551253,14.335999999999999,0,0,0,0,0,0,0,0,0,0,0,1
165,7.6,107,6538,4.0227133680024485,8.897,0,0,0,0,0,0,0,1,0,0,0,0
166,4.1,38,3369,2.6745325022261803,2.051,0,0,0,0,0,0,0,0,0,1,0,0
167,7.5,1066,17741,3.6582492531424378,8.394,0,0,0,0,0,0,0,0,1,0,0,0
168,6.4,316,13649,3.3063228075316875,7.042000000000001,0,0,0,0,1,0,0,0,0,0,0,0
169,6.2,62,6767,3.2184128860647263,3.955,0,0,0,0,1,0,0,0,0,0,0,0
170,5.5,41,880,3.1653409090909093,4.635,1,0,0,0,0,0,0,0,0,0,0,0
171,6.9,747,4014,3.0965371200797214,9.645,0,0,0,1,0,0,0,0,0,0,0,0
172,5.1,40,867,2.901384083044982,3.11,0,0,1,0,0,0,0,0,0,0,0,0
173,6.6,92,597,3.020100502512563,4.843999999999999,0,0,0,0,0,1,0,0,0,0,0,0
174,6.3,45,1136,3.3943661971830985,2.615,0,0,0,0,0,0,0,0,0,0,0,1
175,4.4,11,482,2.5072614107883817,0.9259999999999999,0,0,0,0,1,0,0,0,0,0,0,0
176,5.5,12,271,2.96309963099631,1.466,0,0,0,0,0,0,0,0,1,0,0,0
177,7.2,134,5232,3.668769113149847,6.2170000000000005,0,0,0,0,0,0,0,0,0,0,0,1
178,5.9,38,406,3.0381773399014778,4.975,0,1,0,0,0,0,0,0,0,0,0,0
179,6.0,175,10996,3.2092124408875957,5.619,0,0,0,0,0,0,0,0,0,0,0,1
180,5.2,14,652,2.8865030674846626,1.6640000000000001,0,0,1,0,0,0,0,0,0,0,0,0
181,4.6,12,1127,2.277284826974268,1.3090000000000002,0,1,0,0,0,0,0,0,0,0,0,0
182,4.9,650,11730,2.6820119352088656,6.81,0,0,0,0,0,0,0,0,0,0,1,0
183,6.2,195,4010,3.4093516209476316,5.109,0,1,0,0,0,0,0,0,0,0,0,0
184,4.5,70,1829,2.634499726626572,3.515,0,0,0,0,0,0,0,1,0,0,0,0
185,5.7,123,2090,3.0669856459330145,6.747000000000001,0,0,0,1,0,0,0,0,0,0,0,0
186,7.2,440,12058,3.5960772930834297,7.175,0,0,0,0,0,0,0,0,0,0,0,1
187,7.6,386,5025,3.760298507462687,7.635,0,0,0,0,1,0,0,0,0,0,0,0
188,7.2,27,411,3.732360097323601,1.5530000000000002,0,1,0,0,0,0,0,0,0,0,0,0
189,7.4,1040,18160,3.50181718061674,8.765,0,0,0,0,0,0,0,0,0,0,0,1
190,6.1,281,4614,2.9094061551798878,8.102,0,0,1,0,0,0,0,0,0,0,0,0
191,6.6,60,757,3.30449141347424,3.324,0,0,0,0,0,0,0,0,0,1,0,0
192,5.4,22,1365,3.17985347985348,1.818,0,0,0,0,0,0,0,0,0,1,0,0
193,6.6,40,1314,3.3295281582952816,4.673,0,0,1,0,0,0,0,0,0,0,0,0
194,6.9,93,8404,3.736970490242741,4.463,0,0,0,0,0,0,0,0,0,0,0,1
195,5.1,71,1288,2.8408385093167703,4.861000000000001,0,0,1,0,0,0,0,0,0,0,0,0
196,5.5,65,1630,2.7297546012269938,3.8939999999999997,0,0,0,0,0,0,0,0,0,0,0,1
197,5.7,94,5740,2.981794425087108,6.917999999999999,0,0,0,0,0,0,0,1,0,0,0,0
198,6.7,414,11274,3.3896576193010466,7.41,0,0,0,0,0,0,0,0,0,0,1,0
199,5.5,19,1179,3.0224766751484307,2.055,1,0,0,0,0,0,0,0,0,0,0,0
200,6.9,15,958,3.6884133611691023,2.971,0,0,0,0,1,0,0,0,0,0,0,0
201,7.1,218,5339,3.7154897920958976,7.962000000000001,1,0,0,0,0,0,0,0,0,0,0,0
202,6.9,103,4109,3.659406181552689,5.279,0,0,0,0,0,0,0,0,0,0,0,1
203,6.4,215,12425,3.3929175050301814,5.167999999999999,0,0,0,0,0,0,0,0,0,0,0,1
204,7.2,14,249,3.0923694779116464,2.024,0,0,0,1,0,0,0,0,0,0,0,0
205,7.1,1523,26413,3.2534547381971,8.986,0,0,0,0,0,0,0,1,0,0,0,0
206,6.6,163,3394,3.358721272834414,6.77,0,0,0,0,0,0,0,0,1,0,0,0
207,6.4,805,28986,3.4201166080176635,7.756,0,0,1,0,0,0,0,0,0,0,0,0
208,8.3,7164,36504,4.087593140477757,18.948,0,0,0,0,0,0,0,0,1,0,0,0
209,6.2,14,866,3.1720554272517316,2.4459999999999997,0,0,0,0,1,0,0,0,0,0,0,0
210,8.4,14296,92406,4.173971387139363,29.059,0,0,0,0,0,0,0,0,1,0,0,0
211,6.6,12,273,3.108058608058608,2.4730000000000003,0,0,0,0,0,0,0,0,0,0,1,0
212,6.3,13,258,3.513565891472868,1.4909999999999999,0,0,0,0,0,0,0,0,0,0,0,1
213,6.5,43,2740,3.7248175182481753,2.431,1,0,0,0,0,0,0,0,0,0,0,0
214,7.3,396,21807,3.6607282065391846,7.845,0,0,0,0,0,0,0,1,0,0,0,0
215,7.2,136,1664,3.73828125,4.813,0,0,0,0,1,0,0,0,0,0,0,0
216,6.5,11,750,3.1846666666666668,2.287,0,0,1,0,0,0,0,0,0,0,0,0
217,5.2,68,3541,2.7033323919796666,5.2989999999999995,0,0,0,0,0,0,0,0,0,0,0,1
218,8.1,474,8470,4.05702479338843,9.866,0,0,0,0,1,0,0,0,0,0,0,0
219,7.8,583,7958,3.971726564463433,8.912,1,0,0,0,0,0,0,0,0,0,0,0
220,7.6,407,6026,3.8968635911052103,8.44,1,0,0,0,0,0,0,0,0,0,0,0
221,5.0,11,1362,2.6086637298091038,1.564,0,0,0,1,0,0,0,0,0,0,0,0
222,6.6,472,1471,3.0696804894629506,6.05,0,0,0,0,0,0,0,0,0,0,1,0
223,6.5,25,4314,3.8502549837737594,1.81,0,1,0,0,0,0,0,0,0,0,0,0
224,5.6,507,12506,2.899848072924996,6.224,0,0,0,0,0,0,0,0,0,1,0,0
225,6.3,936,17944,3.1316038787338387,9.798,0,0,0,0,0,0,0,0,0,0,1,0
226,8.7,12361,97999,4.424188001918387,27.441,0,0,0,0,0,0,0,0,1,0,0,0
227,7.1,411,8191,3.7514345012818953,6.4670000000000005,0,0,0,0,0,0,0,0,0,0,0,1
228,7.3,28,963,3.762720664589824,1.6280000000000001,0,0,0,0,0,0,0,0,0,0,0,1
229,6.8,25,488,3.693647540983607,1.733,0,0,0,0,0,0,1,0,0,0,0,0
230,5.6,35,1098,2.6493624772313296,2.707,0,0,0,0,0,0,0,0,1,0,0,0
231,7.8,90,1494,4.084002677376171,4.404,0,0,0,0,0,1,0,0,0,0,0,0
232,5.5,220,8466,2.808528230569336,5.662999999999999,0,0,1,0,0,0,0,0,0,0,0,0
233,6.6,156,2616,3.1632262996941902,5.178999999999999,1,0,0,0,0,0,0,0,0,0,0,0
234,6.5,635,30053,3.3439423684823484,5.851,0,0,0,0,0,0,0,0,0,0,1,0
235,5.9,53,1608,2.8097014925373136,3.4789999999999996,0,0,0,0,1,0,0,0,0,0,0,0
236,5.6,11,581,3.287435456110155,1.036,0,0,0,1,0,0,0,0,0,0,0,0
237,5.9,298,2280,2.7752192982456143,6.4479999999999995,0,0,0,1,0,0,0,0,0,0,0,0
238,6.8,473,13032,3.3553944137507674,7.15,0,0,1,0,0,0,0,0,0,0,0,0
239,7.1,27,1678,3.8167461263408815,3.5639999999999996,0,0,0,0,0,0,0,0,1,0,0,0
240,5.7,25,413,3.265133171912833,2.428,0,0,0,1,0,0,0,0,0,0,0,0
241,7.1,5,313,2.8578274760383393,0.795,0,1,0,0,0,0,0,0,0,0,0,0
242,7.6,1700,19633,3.749274181225488,10.613,0,0,0,0,0,0,0,0,0,0,0,1
243,5.5,239,4925,2.99005076142132,5.93,0,0,0,0,0,0,0,1,0,0,0,0
244,6.7,657,25959,3.5079741130243844,8.287,0,0,0,1,0,0,0,0,0,0,0,0
245,6.5,65,1522,3.3728646517739818,4.3839999999999995,0,0,0,0,0,0,0,0,0,0,1,0
246,5.8,4,413,3.5871670702179177,0.84,0,0,0,0,0,0,0,0,1,0,0,0
247,5.2,35,1011,2.666172106824926,3.4730000000000003,0,0,0,0,0,0,0,1,0,0,0,0
248,6.5,2913,45608,2.9894316786528683,10.5,0,1,0,0,0,0,0,0,0,0,0,0
249,7.2,216,8563,3.6813032815602007,5.857,0,0,0,0,0,0,0,0,0,1,0,0
250,6.6,607,34547,3.6675977653631286,11.722000000000001,0,0,0,0,0,0,0,1,0,0,0,0
251,6.5,484,16960,3.465123820754717,8.275,0,0,0,0,0,0,1,0,0,0,0,0
252,6.5,177,3899,3.3044370351372145,4.95,0,0,0,0,0,0,0,1,0,0,0,0
253,7.2,45,1398,3.2639484978540767,2.7239999999999998,0,0,0,0,1,0,0,0,0,0,0,0
254,7.4,1692,18091,3.513984854347465,10.842,0,0,0,0,1,0,0,0,0,0,0,0
255,6.2,36,1275,3.1498039215686275,2.7569999999999997,0,0,0,0,0,0,0,0,0,0,0,1
256,5.2,1101,11784,2.4150967413441955,6.856,0,0,0,0,1,0,0,0,0,0,0,0
257,8.4,13851,97040,4.0565849134377565,26.173000000000002,0,0,0,0,0,0,1,0,0,0,0,0
258,6.7,1182,30236,3.644628919169202,8.429,0,0,1,0,0,0,0,0,0,0,0,0
259,6.6,85,2367,3.249260667511618,4.96,1,0,0,0,0,0,0,0,0,0,0,0
260,6.2,5,286,3.2919580419580416,0.6,0,0,0,0,0,0,0,0,0,1,0,0
261,5.4,80,2183,2.7308749427393497,4.15,0,0,0,0,0,1,0,0,0,0,0,0
262,6.4,251,5565,3.323719676549865,6.9270000000000005,0,0,0,0,0,0,1,0,0,0,0,0
263,8.2,9544,47305,3.8114258535038577,22.33,0,0,0,0,1,0,0,0,0,0,0,0
264,6.2,162,1968,3.1661585365853657,7.74,0,0,0,0,0,0,0,0,0,0,0,1
265,6.4,517,2952,2.9798441734417342,9.881,0,0,0,0,0,0,0,0,0,1,0,0
266,6.8,4850,38699,3.181400036176645,24.701999999999998,0,0,0,0,0,0,1,0,0,0,0,0
267,6.7,718,18954,3.405217895958637,6.457999999999999,0,0,0,0,1,0,0,0,0,0,0,0
268,6.8,24,1146,3.3054101221640484,3.455,0,0,0,0,0,0,0,0,1,0,0,0
269,6.6,72,4421,3.258199502375028,4.591,0,0,1,0,0,0,0,0,0,0,0,0
270,6.6,311,9198,3.260491411176343,7.356,0,1,0,0,0,0,0,0,0,0,0,0
271,5.5,924,6086,2.4427374301675977,8.136000000000001,0,0,0,0,0,0,0,0,0,0,0,1
272,6.4,374,13206,3.29024685748902,8.286,0,0,0,0,0,0,0,0,1,0,0,0
273,6.9,2897,46475,3.4866057019903174,13.202,0,0,0,0,0,1,0,0,0,0,0,0
274,5.8,42,2415,3.1244306418219465,3.4189999999999996,0,0,0,0,0,0,0,0,0,0,0,1
275,6.9,1830,50864,3.5017104435357034,11.931,0,0,0,0,0,0,1,0,0,0,0,0
276,6.5,126,5654,3.403608065086664,7.041,0,0,0,1,0,0,0,0,0,0,0,0
277,6.0,390,6049,3.0438088940320718,7.025,0,0,0,0,0,1,0,0,0,0,0,0
278,6.6,325,5498,3.200345580210986,8.327,0,0,0,0,0,1,0,0,0,0,0,0
279,4.6,19,805,2.9813664596273286,2.026,1,0,0,0,0,0,0,0,0,0,0,0
280,5.5,39,381,2.822834645669291,3.21,0,0,0,0,0,0,0,0,1,0,0,0
281,5.9,46,741,2.659919028340081,3.9930000000000003,0,0,0,0,0,0,0,0,0,0,1,0
282,7.1,19,441,3.159863945578232,2.6430000000000002,0,0,0,0,0,0,0,0,1,0,0,0
283,4.2,587,2537,1.9203783996846668,9.019,0,0,0,0,0,0,0,0,0,0,0,1
284,4.6,188,3880,2.4545103092783505,6.683,0,0,0,0,0,0,0,0,0,0,1,0
