,tmdbId,budget,worldwide_gross,domestic_gross,popularity,score_tmdb,genre_popularity,runtime
229,36614,0.0,0.0,766464.0,1.733,6.8,37877.5,100
230,27993,0.0,0.0,4686937.0,2.707,5.6,31696.0,91
231,31439,0.0,0.0,2332728.0,4.404,7.8,44059.0,133
232,9067,25000000.0,4064495.0,4064333.0,5.662999999999999,5.5,20205.0,104
233,9059,13000000.0,0.0,21088568.0,5.178999999999999,6.6,16017.0,92
234,193,35000000.0,120000000.0,75668868.0,5.851,6.5,22288.666666666668,118
235,25066,6000000.0,12000000.0,11797927.0,3.4789999999999996,5.9,14473.333333333334,98
236,46797,0.0,0.0,538534.0,1.036,5.6,44059.0,100
237,12122,22000000.0,0.0,9417567.0,6.4479999999999995,5.9,10164.5,99
238,11381,0.0,32648673.0,32700000.0,7.15,6.8,31696.0,97
239,32636,0.0,0.0,1746050.0,3.5639999999999996,7.1,44059.0,119
240,36141,6500000.0,0.0,536023.0,2.428,5.7,13687.0,99
241,95963,15000000.0,0.0,6014340.0,0.795,7.1,24102.0,88
242,1587,11000000.0,10032765.0,9170214.0,10.613,7.6,44059.0,118
243,9271,30000000.0,24048000.0,24048000.0,5.93,5.5,16632.0,106
244,2064,17000000.0,182057016.0,81057016.0,8.287,6.7,23535.5,103
245,19855,0.0,0.0,16551365.0,4.3839999999999995,6.5,20579.666666666668,126
246,60855,0.0,759393.0,759393.0,0.84,5.8,44059.0,87
247,48287,6500000.0,0.0,9685976.0,3.4730000000000003,5.2,6645.0,94
248,3049,12000000.0,107217396.0,72217000.0,10.5,6.5,31696.0,86
249,11382,20000000.0,0.0,13383737.0,5.857,7.2,31696.0,98
250,9331,62000000.0,215887717.0,122187717.0,11.722000000000001,6.6,24349.75,141
251,10731,45000000.0,117615211.0,92115211.0,8.275,6.5,23811.0,119
252,10464,0.0,0.0,20160000.0,4.95,6.5,30376.666666666668,115
253,34152,14000000.0,0.0,13640000.0,2.7239999999999998,7.2,37877.5,115
254,9495,23000000.0,94000000.0,50693162.0,10.842,7.4,15332.25,102
255,29973,0.0,1007583.0,1007583.0,2.7569999999999997,6.2,44059.0,128
256,888,46000000.0,341631208.0,130512915.0,6.856,5.2,15443.333333333334,91
257,13,55000000.0,677945399.0,330252182.0,26.173000000000002,8.4,23818.75,142
258,712,4400000.0,254700832.0,52700832.0,8.429,6.7,23535.5,117
259,16295,0.0,38290723.0,38290723.0,4.96,6.6,44059.0,127
260,48992,0.0,1777020.0,1777020.0,0.6,6.2,30376.666666666668,104
261,10879,45000000.0,61947267.0,30806194.0,4.15,5.4,25671.5,123
262,10660,0.0,0.0,37800323.0,6.9270000000000005,6.4,30376.666666666668,101
263,8587,45000000.0,788241776.0,312900000.0,22.33,8.2,12636.166666666666,88
264,1689,35000000.0,4858139.0,4858139.0,7.74,6.2,44059.0,123
265,11596,8000000.0,18090181.0,18090181.0,9.881,6.4,20622.5,112
266,854,18000000.0,351583407.0,119938730.0,24.701999999999998,6.8,18012.0,101
267,9359,75000000.0,0.0,101631272.0,6.457999999999999,6.7,15766.666666666666,127
268,23333,7000000.0,0.0,2144667.0,3.455,6.8,44059.0,125
269,12280,6000000.0,0.0,38824341.0,4.591,6.6,37877.5,112
270,2788,11500000.0,20079850.0,20982557.0,7.356,6.6,30376.666666666668,99
271,11011,40000000.0,0.0,38087756.0,8.136000000000001,5.5,19170.5,95
272,8987,45000000.0,0.0,46815748.0,8.286,6.4,20312.0,111
273,1637,30000000.0,350448145.0,121248145.0,13.202,6.9,18666.333333333332,116
274,15128,0.0,0.0,20664501.0,3.4189999999999996,5.8,23535.5,99
275,36955,115000000.0,378882411.0,146282411.0,11.931,6.9,20246.0,141
276,10449,0.0,50021959.0,50021959.0,7.041,6.5,29717.0,126
277,10395,70000000.0,0.0,65012000.0,7.025,6.0,22867.0,125
278,12160,63000000.0,25052000.0,25052000.0,8.327,6.6,2069.0,191
279,40480,0.0,0.0,3700000.0,2.026,4.6,25474.0,108
280,29444,0.0,0.0,63649.0,3.21,5.5,44059.0,96
281,26352,10000000.0,29392418.0,29392418.0,3.9930000000000003,5.9,25671.5,100
282,22067,7000000.0,20851521.0,20851521.0,2.6430000000000002,7.1,28387.5,120
283,11667,35000000.0,99423521.0,33423521.0,9.019,4.2,13723.666666666666,102
284,8011,26000000.0,36800000.0,13829734.0,6.683,4.6,13818.0,99
285,18069,7000000.0,0.0,19604000.0,3.091,7.6,44059.0,105
286,19092,3500000.0,0.0,16036534.0,4.748,6.9,28387.5,96
287,2758,75000000.0,48919043.0,48919043.0,9.931000000000001,6.7,15443.333333333334,94
288,10436,30000000.0,32255440.0,32200000.0,5.048,7.0,44059.0,139
289,13595,0.0,0.0,5370000.0,7.268,5.8,31696.0,92
290,46094,17080000.0,21011500.0,21011500.0,3.6510000000000002,5.6,31696.0,107
291,9409,0.0,0.0,20208496.0,5.252000000000001,5.1,26336.5,108
292,11853,0.0,15240435.0,15240435.0,5.38,4.9,2069.0,99
293,16771,3200000.0,0.0,7266973.0,4.007,6.7,23535.5,101
294,11041,0.0,0.0,44029386.0,6.4,5.4,31696.0,92
295,306,55000000.0,119208989.0,42610000.0,9.834,5.7,21259.0,104
296,14522,0.0,0.0,4630377.0,7.763,6.4,21413.0,88
297,178,50000000.0,30156002.0,30155037.0,8.912,6.1,20312.0,121
298,19819,0.0,0.0,22355000.0,4.131,6.1,44059.0,108
299,57834,16000000.0,0.0,3359465.0,2.5340000000000003,6.5,29717.0,101
300,4722,13000000.0,428868.0,428868.0,6.358,5.9,13768.666666666666,87
301,18215,0.0,1796389.0,1796389.0,4.025,4.7,21702.0,107
302,1607,22000000.0,17287898.0,17266971.0,8.491,7.6,44059.0,121
303,26391,0.0,3662459.0,3662459.0,2.866,4.9,31696.0,80
304,117553,13000000.0,2570145.0,2570145.0,3.052,4.7,37877.5,90
305,6075,30000000.0,36516012.0,36948322.0,7.779,7.8,28387.5,144
306,11310,40000000.0,0.0,43622150.0,6.416,5.0,15766.666666666666,116
307,18658,18000000.0,7355425.0,7503192.0,3.2110000000000003,5.8,31696.0,107
308,9350,70000000.0,255000211.0,84049211.0,10.309000000000001,6.3,18053.0,112
309,9612,0.0,0.0,21274717.0,6.859,5.0,20484.0,88
310,2124,40000000.0,19726050.0,19721814.0,6.266,5.4,32518.0,121
311,19176,35000000.0,0.0,20277185.0,3.458,5.4,31800.666666666668,102
312,49299,10000000.0,0.0,72495.0,1.7630000000000001,5.2,44059.0,108
313,11566,0.0,63000000.0,63270710.0,8.557,6.5,23535.5,110
314,9571,6900000.0,7993039.0,7993039.0,7.812,7.5,31696.0,102
315,9739,57000000.0,159055768.0,58055768.0,14.084000000000001,6.5,14151.333333333334,115
316,34444,8000000.0,0.0,1710000.0,3.761,4.4,23535.5,95
317,26141,0.0,0.0,7852653.0,4.375,5.5,31696.0,91
318,10997,0.0,0.0,5216888.0,5.761,8.1,29717.0,171
319,50463,13000000.0,0.0,3134081.0,1.8969999999999998,4.3,23535.5,97
320,10443,0.0,0.0,6995302.0,5.888,6.9,44059.0,122
321,16297,0.0,0.0,20043254.0,4.859,6.5,37877.5,103
322,18551,0.0,9488998.0,9488998.0,2.838,6.2,21943.666666666668,126
323,9024,30000000.0,11146270.0,10997166.0,6.452999999999999,6.0,23535.5,96
324,37233,42000000.0,270248367.0,158348367.0,7.117000000000001,6.7,32518.0,154
325,1634,20000000.0,153698625.0,77698625.0,7.178,6.0,21413.0,112
326,13815,3500000.0,0.0,8094616.0,5.779,7.6,25917.333333333332,114
327,5503,44000000.0,368875760.0,183875760.0,10.845999999999998,7.3,20977.0,130
328,35588,35000000.0,18635620.0,18635620.0,4.63,5.9,23064.0,115
329,2087,0.0,30.0,16096000.0,7.244,5.4,21051.5,115
330,41579,30000000.0,0.0,18438164.0,4.273,4.9,31696.0,109
331,18620,15000.0,0.0,2408311.0,0.955,4.2,29717.0,83
332,41006,20000000.0,0.0,2308390.0,1.786,5.6,16591.0,94
333,4916,0.0,22886222.0,22886222.0,2.043,5.7,25917.333333333332,107
334,2019,18000000.0,74189677.0,32589677.0,8.883,6.1,16718.75,97
335,9255,25000000.0,133752825.0,38911970.0,7.941,6.3,18496.0,86
336,10612,0.0,0.0,10904930.0,4.897,6.2,23535.5,99
337,16097,0.0,0.0,19281235.0,1.7169999999999999,5.1,31696.0,100
338,11934,30000000.0,0.0,2869369.0,6.395,7.2,31696.0,111
339,106143,44000000.0,0.0,10209111.0,2.4619999999999997,5.7,37877.5,115
340,12475,0.0,28881266.0,28864707.0,5.149,4.6,17920.5,91
341,9386,40000000.0,176997168.0,102314283.0,10.655999999999999,6.9,20312.0,128
342,15765,15000000.0,0.0,39100956.0,4.948,7.1,23700.0,118
343,31643,30000000.0,0.0,3692874.0,2.424,4.8,29490.333333333332,112
344,6,21000000.0,12136938.0,12136938.0,8.677,6.5,17780.0,110
345,329,63000000.0,920100000.0,402453882.0,17.407,7.8,15857.75,127
346,10909,9000000.0,2395231.0,2395231.0,5.895,6.6,32518.0,117
347,34024,8000000.0,0.0,1299318.0,3.823,7.1,44059.0,103
348,29918,0.0,0.0,9979683.0,5.001,6.1,10090.0,94
349,9593,85000000.0,137298489.0,50016394.0,11.308,6.2,18216.75,130
350,42580,0.0,0.0,12440858.0,2.9560000000000004,5.3,31696.0,91
351,22317,0.0,0.0,16821273.0,3.5860000000000003,5.5,16882.5,98
352,1413,0.0,1499795.0,1499795.0,4.324,6.9,29717.0,101
353,12121,22000000.0,0.0,44942695.0,6.331,5.4,31696.0,111
354,10502,0.0,24760338.0,24760338.0,5.5920000000000005,6.5,44059.0,115
355,10440,13500000.0,11285588.0,11285588.0,5.5089999999999995,7.2,19046.5,104
356,9516,3500000.0,27900000.0,27900000.0,8.145,7.4,25474.0,97
357,2320,55000000.0,121969216.0,56569216.0,8.067,6.1,18053.0,133
358,11971,11000000.0,0.0,22551000.0,8.245,7.1,23535.5,111
359,2625,25000000.0,0.0,8315975.0,4.614,5.9,29717.0,114
360,31911,13000000.0,0.0,3125424.0,2.7689999999999997,6.3,23535.5,98
361,788,25000000.0,441286195.0,219200000.0,11.565,7.1,37877.5,125
362,21450,0.0,0.0,1769305.0,5.872999999999999,7.6,44059.0,132
363,11231,12000000.0,15826984.0,8914777.0,6.167000000000001,5.0,13889.0,107
364,10447,20000000.0,15340000.0,15340000.0,8.142000000000001,6.1,24326.0,118
365,31586,40000000.0,0.0,7138449.0,6.101,5.0,31696.0,87
366,9300,4000000.0,0.0,5289772.0,5.3229999999999995,6.9,22474.333333333332,94
